,state,distnum,distid,party,partname,yearel,origvote,totvote,highestvote,sechighestvote,uniqid,officeexp,share,w_share,inc,next,next_tv
16518,61,4,435,100,D,1994,69760.0,193902.0,116714.0,69760.0,7217,0,0.37410041078112766,0.6258995892188723,0,0.33219137048854414,74857.0
16526,61,5,436,100,D,1984,109871.0,227938.0,116075.0,109871.0,18939,1,0.4862710559160153,0.5137289440839846,0,0.3514892002493292,64848.0
16528,61,5,436,100,D,1986,64848.0,184495.0,119647.0,64848.0,14227,0,0.3514892002493292,0.6485107997506707,0,0.3220214612267445,78115.0
16530,61,5,436,100,D,1988,78115.0,242577.0,164462.0,78115.0,3002,0,0.3220214612267445,0.6779785387732555,0,0.29789152383188544,63436.0
16536,61,5,436,100,D,1994,63436.0,220771.0,149514.0,63436.0,2218,0,0.29789152383188544,0.7021084761681146,0,0.2737319090003483,67597.0
16544,61,6,437,100,D,1994,81321.0,196068.0,107060.0,81321.0,9212,1,0.43168366236510053,0.5683163376348995,0,0.4948541524535335,118957.0
16550,62,1,438,100,D,1946,60513.0,116928.0,60513.0,55724.0,5573,0,0.5206001531354044,0.5206001531354044,1,0.6483619230369659,106096.0
16552,62,1,438,100,D,1948,106096.0,163637.0,106096.0,57541.0,5573,1,0.6483619230369659,0.6483619230369659,1,0.5576980026981673,84745.0
16558,62,1,438,100,D,1954,84745.0,152370.0,84745.0,67210.0,23916,2,0.5576980026981673,0.5576980026981673,1,0.5777723769182695,116487.0
16560,62,1,438,100,D,1956,116487.0,201614.0,116487.0,85127.0,23916,3,0.5777723769182695,0.5777723769182695,1,0.6665943681522979,107567.0
16562,62,1,438,100,D,1958,107567.0,161368.0,107567.0,53801.0,23916,4,0.6665943681522979,0.6665943681522979,1,0.6791385889022943,138475.0
16568,62,1,438,100,D,1964,138475.0,205081.0,138475.0,65423.0,23916,7,0.6791385889022943,0.6791385889022943,1,0.5603191875226695,92688.0
16570,62,1,438,100,D,1966,92688.0,165420.0,92688.0,72732.0,23916,8,0.5603191875226695,0.5603191875226695,1,0.5245059697715614,91199.0
16572,62,1,438,100,D,1968,91199.0,199375.0,91199.0,82677.0,23916,9,0.5245059697715614,0.5245059697715614,1,0.5888289163227064,94583.0
16578,62,1,438,100,D,1974,94583.0,161734.0,94583.0,66046.0,26278,0,0.5888289163227064,0.5888289163227064,1,0.5354768970122804,103037.0
16580,62,1,438,100,D,1976,103037.0,193610.0,103037.0,89384.0,25668,1,0.5354768970122804,0.5354768970122804,1,0.6240581655818443,82742.0
16582,62,1,438,100,D,1978,82742.0,134630.0,82742.0,49845.0,25668,2,0.6240581655818443,0.6240581655818443,1,0.630664716658098,126348.0
16588,62,1,438,100,D,1984,126348.0,203873.0,126348.0,73993.0,25668,5,0.630664716658098,0.630664716658098,1,0.6004023184892425,93123.0
16596,62,1,438,100,D,1994,93123.0,155101.0,93123.0,61978.0,25668,10,0.6004023184892425,0.6004023184892425,1,0.5860977983150424,112631.0
16602,62,2,439,100,D,1946,27393.0,83331.0,54768.0,27393.0,24533,0,0.33340636068207546,0.6665936393179246,0,0.4808988277102429,66579.0
16604,62,2,439,100,D,1948,66579.0,138447.0,71868.0,66579.0,3342,0,0.4808988277102429,0.519101172289757,0,0.4661701332669075,93572.0
16610,62,2,439,100,D,1956,93572.0,200726.0,107153.0,93572.0,14717,0,0.4661701332669075,0.5338298667330925,0,0.5424787918760945,95409.0
16612,62,2,439,100,D,1958,95409.0,177050.0,95409.0,80467.0,14717,0,0.5424787918760945,0.5424787918760945,1,0.5064458254725706,109526.0
16618,62,2,439,100,D,1964,109526.0,216264.0,109526.0,106738.0,18978,0,0.5064458254725706,0.5064458254725706,1,0.47679420047522664,86685.0
16620,62,2,439,100,D,1966,86685.0,184071.0,95123.0,86685.0,18978,1,0.47679420047522664,0.5232057995247734,0,0.37145040690709297,89917.0
16622,62,2,439,100,D,1968,89917.0,242070.0,152153.0,89917.0,18978,1,0.37145040690709297,0.628549593092907,0,0.5146456497455628,91223.0
16634,62,2,439,100,D,1986,91223.0,177254.0,91223.0,86031.0,26512,0,0.5146456497455628,0.5146456497455628,1,0.6273514456524052,147437.0
16636,62,2,439,100,D,1988,147437.0,235015.0,147437.0,87578.0,26512,1,0.6273514456524052,0.6273514456524052,1,0.567542228960522,105938.0
16642,62,2,439,100,D,1994,105938.0,186661.0,105938.0,80723.0,26512,4,0.567542228960522,0.567542228960522,1,0.5985173880759275,145894.0
16648,62,3,440,100,D,1946,37496.0,82539.0,45043.0,37496.0,14566,0,0.4542822181029574,0.5457177818970426,0,0.5070157133290767,65114.0
16650,62,3,440,100,D,1948,65114.0,128426.0,65114.0,63312.0,17831,0,0.5070157133290767,0.5070157133290767,1,0.4699327342920242,55750.0
16656,62,3,440,100,D,1954,55750.0,118634.0,62884.0,55750.0,1477,0,0.4699327342920242,0.5300672657079758,0,0.4976540125525562,73503.0
16658,62,3,440,100,D,1956,73503.0,147699.0,74196.0,73503.0,1477,0,0.4976540125525562,0.5023459874474437,0,0.4978582754186815,63112.0
16660,62,3,440,100,D,1958,63112.0,126768.0,63655.0,63112.0,3286,0,0.4978582754186815,0.5021417245813184,0,0.5115604858998012,85404.0
16666,62,3,440,100,D,1964,85404.0,166948.0,85404.0,81544.0,9358,0,0.5115604858998012,0.5115604858998012,1,0.5171443488402053,76270.0
16668,62,3,440,100,D,1966,76270.0,147483.0,76270.0,71213.0,9358,1,0.5171443488402053,0.5171443488402053,1,0.5212190561575076,88368.0
16670,62,3,440,100,D,1968,88368.0,169541.0,88368.0,81173.0,9358,2,0.5212190561575076,0.5212190561575076,1,0.6794663942375315,91783.0
16676,62,3,440,100,D,1974,91783.0,135081.0,91783.0,43298.0,9358,5,0.6794663942375315,0.6794663942375315,1,0.5205126561252382,89308.0
16678,62,3,440,100,D,1976,89308.0,175184.0,89308.0,82269.0,9358,6,0.5205126561252382,0.5205126561252382,1,0.5013168120196875,69669.0
16680,62,3,440,100,D,1978,69669.0,141442.0,69669.0,69303.0,15880,0,0.5013168120196875,0.5013168120196875,1,0.42336366884154714,90063.0
16685,62,3,440,100,D,1984,90063.0,214974.0,122669.0,90063.0,19567,0,0.42336366884154714,0.5766363311584529,0,0.5186146055987947,95353.0
16687,62,3,440,100,D,1986,95353.0,183861.0,95353.0,88508.0,5336,0,0.5186146055987947,0.5186146055987947,1,0.3037807961990881,63427.0
16694,62,3,440,100,D,1994,63427.0,208792.0,145365.0,63427.0,22479,0,0.3037807961990881,0.696219203800912,0,0.3112963268737147,82953.0
16700,62,4,441,100,D,1946,20290.0,49184.0,28894.0,20290.0,18067,0,0.41253253090435915,0.5874674690956408,0,0.5186021135707987,34695.0
16702,62,4,441,100,D,1948,34695.0,66901.0,34695.0,32206.0,2174,0,0.5186021135707987,0.5186021135707987,1,0.617576259313507,48489.0
16709,62,4,441,100,D,1956,48489.0,78515.0,48489.0,30026.0,2174,4,0.617576259313507,0.617576259313507,1,0.6361047753257885,43785.0
16711,62,4,441,100,D,1958,43785.0,68833.0,43785.0,25048.0,2174,5,0.6361047753257885,0.6361047753257885,1,0.6301461294018972,106685.0
16717,62,4,441,100,D,1964,106685.0,169302.0,106685.0,62617.0,2174,8,0.6301461294018972,0.6301461294018972,1,0.5860665732940332,84107.0
16719,62,4,441,100,D,1966,84107.0,143511.0,84107.0,59404.0,2174,9,0.5860665732940332,0.5860665732940332,1,0.5469266358228685,92680.0
16721,62,4,441,100,D,1968,92680.0,169456.0,92680.0,76776.0,2174,10,0.5469266358228685,0.5469266358228685,1,0.47952130662217596,76452.0
16727,62,4,441,100,D,1974,76452.0,159434.0,82982.0,76452.0,5573,2,0.47952130662217596,0.520478693377824,0,0.39620657049094116,78355.0
16729,62,4,441,100,D,1976,78355.0,222328.0,119408.0,78355.0,21081,0,0.39620657049094116,0.6037934295090588,0,0.3875043061973604,65241.0
16731,62,4,441,100,D,1978,65241.0,168362.0,103121.0,65241.0,26724,0,0.3875043061973604,0.6124956938026396,0,0.27823250267332245,56462.0
16737,62,4,441,100,D,1984,56462.0,205930.0,146469.0,56462.0,2770,0,0.27823250267332245,0.7217674973266776,0,0.3020487479211497,50672.0
16739,62,4,441,100,D,1986,50672.0,167761.0,117089.0,50672.0,27200,0,0.3020487479211497,0.6979512520788502,0,0.2692440843212291,57552.0
16741,62,4,441,100,D,1988,57552.0,213754.0,156202.0,57552.0,29187,0,0.2692440843212291,0.730755915678771,0,0.2770027540023242,52202.0
16747,62,4,441,100,D,1994,52202.0,188453.0,136251.0,52202.0,15690,0,0.2770027540023242,0.7229972459976758,0,0.40390430238982983,92837.0
16755,62,5,442,100,D,1974,56888.0,147794.0,85326.0,56888.0,10681,0,0.40001687597564234,0.5999831240243576,0,0.33569119365368794,64067.0
16757,62,5,442,100,D,1976,64067.0,190851.0,126784.0,64067.0,13724,0,0.33569119365368794,0.6643088063463121,0,0.36530960254613487,52914.0
16759,62,5,442,100,D,1978,52914.0,153780.0,91933.0,52914.0,10300,0,0.36530960254613487,0.6346903974538651,0,0.21411626857214203,44588.0
16765,62,5,442,100,D,1984,44588.0,208242.0,163654.0,44588.0,10895,0,0.21411626857214203,0.785883731427858,0,0.30227883967496155,52488.0
16767,62,5,442,100,D,1986,52488.0,173641.0,121153.0,52488.0,27659,0,0.30227883967496155,0.6977211603250384,0,0.28064694340197743,73660.0
16782,62,6,443,100,D,1986,53834.0,160531.0,104359.0,53834.0,20789,0,0.3403058289557692,0.6596941710442308,0,0.3611505066816448,77158.0
16784,62,6,443,100,D,1988,77158.0,216556.0,136487.0,77158.0,9438,0,0.3611505066816448,0.6388494933183552,0,0.2859995396478306,49701.0
16790,62,6,443,100,D,1994,49701.0,177709.0,124079.0,49701.0,12173,0,0.2859995396478306,0.7140004603521695,0,0.37763513455915576,88600.0
16800,63,1,444,100,D,1954,50214.0,91507.0,50214.0,41293.0,22076,1,0.5487449047613844,0.5487449047613844,1,0.5512900388477607,60170.0
16802,63,1,444,100,D,1956,60170.0,109144.0,60170.0,48974.0,22076,2,0.5512900388477607,0.5512900388477607,1,0.6241676275958072,60083.0
16804,63,1,444,100,D,1958,60083.0,96261.0,60083.0,36178.0,22076,3,0.6241676275958072,0.6241676275958072,1,0.41730226807310383,54001.0
16815,63,1,444,100,D,1974,54001.0,129405.0,75404.0,54001.0,6928,0,0.41730226807310383,0.5826977319268962,0,0.45392746232086384,79662.0
16817,63,1,444,100,D,1976,79662.0,175495.0,95833.0,79662.0,22697,0,0.45392746232086384,0.5460725376791361,0,0.4007687415313995,57972.0
16819,63,1,444,100,D,1978,57972.0,144652.0,86680.0,57972.0,28767,0,0.4007687415313995,0.5992312584686005,0,0.3137569322465413,63591.0
16825,63,1,444,100,D,1984,63591.0,202676.0,139085.0,63591.0,12998,0,0.3137569322465413,0.6862430677534587,0,0.32932814257670334,59723.0
16827,63,1,444,100,D,1986,59723.0,186196.0,121625.0,59723.0,7226,0,0.32932814257670334,0.6706718574232966,0,0.34214712793543145,70328.0
16839,63,2,445,100,D,1946,41231.0,104923.0,63692.0,41231.0,16616,0,0.3929643643433756,0.6070356356566243,0,0.4888811559620866,59006.0
16841,63,2,445,100,D,1948,59006.0,121650.0,61690.0,59006.0,17386,0,0.4888811559620866,0.5111188440379134,0,0.4002379535990482,60552.0
16848,63,2,445,100,D,1956,60552.0,151290.0,90738.0,60552.0,23359,0,0.4002379535990482,0.5997620464009518,0,0.44978181232357617,64214.0
16850,63,2,445,100,D,1958,64214.0,142767.0,78553.0,64214.0,4260,0,0.44978181232357617,0.5502181876764238,0,0.4777777777777778,84022.0
16856,63,2,445,100,D,1964,84022.0,175860.0,91838.0,84022.0,12415,2,0.4777777777777778,0.5222222222222223,0,0.2967643185135087,33348.0
16858,63,2,445,100,D,1966,33348.0,112372.0,79024.0,33348.0,4654,0,0.2967643185135087,0.7032356814864913,0,0.45484344217630046,54256.0
16860,63,2,445,100,D,1968,54256.0,123662.0,65029.0,54256.0,17721,0,0.45484344217630046,0.5451565578236995,0,0.4434323628932847,53599.0
16866,63,2,445,100,D,1974,53599.0,120873.0,67274.0,53599.0,12393,0,0.4434323628932847,0.5565676371067153,0,0.49417710261279235,82237.0
16868,63,2,445,100,D,1976,82237.0,166412.0,84175.0,82237.0,16014,0,0.49417710261279235,0.5058228973872076,0,0.426932895307578,60040.0
16870,63,2,445,100,D,1978,60040.0,140631.0,80591.0,60040.0,16014,0,0.426932895307578,0.5730671046924221,0,0.5004199521748582,101287.0
16876,63,2,445,100,D,1984,101287.0,202404.0,101287.0,101117.0,27297,0,0.5004199521748582,0.5004199521748582,1,0.5435396147982465,103035.0
16878,63,2,445,100,D,1986,103035.0,189563.0,103035.0,86528.0,27297,1,0.5435396147982465,0.5435396147982465,1,0.65223109153745,127956.0
16880,63,2,445,100,D,1988,127956.0,201885.0,127956.0,68226.0,27297,2,0.65223109153745,0.65223109153745,1,0.2502806363527194,47936.0
16885,63,2,445,100,D,1994,47936.0,191529.0,143593.0,47936.0,9950,0,0.2502806363527194,0.7497193636472805,0,0.3001939885737623,67625.0
16891,64,1,446,100,D,1946,47418.0,82376.0,47418.0,34958.0,17725,0,0.5756288239292998,0.5756288239292998,1,0.6822413042786027,64276.0
16893,64,1,446,100,D,1948,64276.0,94714.0,64276.0,29937.0,17725,1,0.6822413042786027,0.6822413042786027,1,0.5597889114683633,52614.0
16899,64,1,446,100,D,1954,52614.0,93989.0,52614.0,41375.0,19119,1,0.5597889114683633,0.5597889114683633,1,0.6205194458056756,69644.0
16901,64,1,446,100,D,1956,69644.0,112235.0,69644.0,42591.0,19119,2,0.6205194458056756,0.6205194458056756,1,0.6949147390498192,68586.0
16903,64,1,446,100,D,1958,68586.0,98697.0,68586.0,30111.0,19119,3,0.6949147390498192,0.6949147390498192,1,0.5392054147542074,64847.0
16909,64,1,446,100,D,1964,64847.0,120908.0,64847.0,55417.0,21177,2,0.5392054147542074,0.5392054147542074,1,0.5083227311280747,67123.0
16911,64,1,446,100,D,1966,67123.0,132048.0,67123.0,64925.0,21177,3,0.5083227311280747,0.5083227311280747,1,0.5361566406361739,74974.0
16913,64,1,446,100,D,1968,74974.0,139836.0,74974.0,64862.0,21199,0,0.5361566406361739,0.5361566406361739,1,0.5479120733263035,74304.0
16930,64,2,447,100,D,1946,48564.0,107712.0,58307.0,48564.0,13589,0,0.4544170074201608,0.5455829925798392,0,0.48993198981933495,58711.0
16932,64,2,447,100,D,1948,58711.0,119835.0,61124.0,58711.0,10344,0,0.48993198981933495,0.510068010180665,0,0.4938437035789216,64495.0
16938,64,2,447,100,D,1954,64495.0,130598.0,66103.0,64495.0,1789,0,0.4938437035789216,0.5061562964210784,0,0.5087468288191616,76805.0
16940,64,2,447,100,D,1956,76805.0,150969.0,76805.0,74164.0,1789,0,0.5087468288191616,0.5087468288191616,1,0.6098340949195904,79140.0
16942,64,2,447,100,D,1958,79140.0,129773.0,79140.0,50633.0,1789,1,0.6098340949195904,0.6098340949195904,1,0.4589600647390528,71461.0
16948,64,2,447,100,D,1964,71461.0,155702.0,84241.0,71461.0,28621,0,0.4589600647390528,0.5410399352609472,0,0.398248933290058,50308.0
16950,64,2,447,100,D,1966,50308.0,126323.0,76015.0,50308.0,19050,0,0.398248933290058,0.6017510667099419,0,0.3215140731154966,39752.0
16952,64,2,447,100,D,1968,39752.0,123640.0,83888.0,39752.0,15248,0,0.3215140731154966,0.6784859268845034,0,0.6300355175352012,74680.0
16958,64,2,447,100,D,1974,74680.0,118533.0,74680.0,43853.0,19050,2,0.6300355175352012,0.6300355175352012,1,0.45044115438117566,68972.0
16960,64,2,447,100,D,1976,68972.0,153121.0,84149.0,68972.0,28667,0,0.45044115438117566,0.5495588456188243,0,0.4313825555739009,57480.0
16962,64,2,447,100,D,1978,57480.0,133246.0,75766.0,57480.0,19725,0,0.4313825555739009,0.5686174444260991,0,0.340771351415347,60445.0
16968,64,2,447,100,D,1984,60445.0,177377.0,116932.0,60445.0,3634,0,0.340771351415347,0.659228648584653,0,0.4653293788061797,73583.0
16983,65,1,449,100,D,1984,73242.0,130518.0,73242.0,55391.0,23247,1,0.5693873267357521,0.5693873267357521,1,0.5512070748493385,61830.0
16985,65,1,449,100,D,1986,61830.0,114317.0,61830.0,50342.0,3368,0,0.5512070748493385,0.5512070748493385,1,0.6550543282352336,101764.0
16987,65,1,449,100,D,1988,101764.0,159076.0,101764.0,53588.0,3368,1,0.6550543282352336,0.6550543282352336,1,0.49508562511122367,72333.0
16993,65,1,449,100,D,1994,72333.0,152167.0,73769.0,72333.0,3368,4,0.49508562511122367,0.5049143748887763,0,0.46474531577872275,75081.0
17001,65,2,450,100,D,1984,36130.0,140106.0,99775.0,36130.0,2515,0,0.26584746698061146,0.7341525330193885,0,0.4158713054187192,59433.0
17003,65,2,450,100,D,1986,59433.0,142912.0,83479.0,59433.0,26000,0,0.4158713054187192,0.5841286945812808,0,0.4149350792739478,75163.0
17014,65,98,451,100,D,1946,20187.0,49046.0,28859.0,20187.0,18551,0,0.41159319822207724,0.5884068017779228,0,0.5064815603440933,29733.0
17016,65,98,451,100,D,1948,29733.0,58705.0,29733.0,28972.0,2546,0,0.5064815603440933,0.5064815603440933,1,0.5421520572071212,51100.0
17022,65,98,451,100,D,1956,51100.0,94254.0,51100.0,43154.0,2546,2,0.5421520572071212,0.5421520572071212,1,0.6687032358371392,55053.0
17024,65,98,451,100,D,1958,55053.0,82328.0,55053.0,27275.0,2546,3,0.6687032358371392,0.6687032358371392,1,0.6329348233476368,82748.0
17030,65,98,451,100,D,1964,82748.0,130737.0,82748.0,47989.0,2546,6,0.6329348233476368,0.6329348233476368,1,0.6763159953070004,86467.0
17032,65,98,451,100,D,1966,86467.0,127850.0,86467.0,41383.0,2546,7,0.6763159953070004,0.6763159953070004,1,0.7214382209290242,104136.0
17034,65,98,451,100,D,1968,104136.0,144345.0,104136.0,40209.0,2546,8,0.7214382209290242,0.7214382209290242,1,0.604887404986858,93665.0
17040,65,98,451,100,D,1974,93665.0,167966.0,93665.0,61182.0,24669,0,0.604887404986858,0.604887404986858,1,0.8645632158095666,153996.0
17048,66,1,452,100,D,1968,78117.0,167488.0,88517.0,78117.0,19963,4,0.46879388360118585,0.5312061163988142,0,0.40377925896003053,71968.0
17054,66,1,452,100,D,1974,71968.0,181305.0,106268.0,71968.0,19728,0,0.40377925896003053,0.5962207410399695,0,0.27541702505047083,61800.0
17056,66,1,452,100,D,1976,61800.0,225546.0,162587.0,61800.0,10726,0,0.27541702505047083,0.7245829749495292,0,0.3747219809782033,70761.0
17058,66,1,452,100,D,1978,70761.0,188836.0,118075.0,70761.0,12758,0,0.3747219809782033,0.6252780190217967,0,0.34351439293448066,60598.0
17064,66,1,452,100,D,1984,60598.0,178342.0,115808.0,60598.0,2096,0,0.34351439293448066,0.6564856070655193,0,0.2910182268403153,37138.0
17066,66,1,452,100,D,1986,37138.0,127632.0,90476.0,37138.0,10727,0,0.2910182268403153,0.7089817731596847,0,0.4832101445529884,84138.0
17068,66,1,452,100,D,1988,84138.0,177962.0,89985.0,84138.0,28872,0,0.4832101445529884,0.5167898554470116,0,0.39593754318087604,71635.0
17078,66,2,453,100,D,1968,69858.0,142348.0,71857.0,69858.0,29350,0,0.49294711216173304,0.507052887838267,0,0.676771393385997,90127.0
17084,66,2,453,100,D,1974,90127.0,135032.0,90127.0,43045.0,24350,2,0.676771393385997,0.676771393385997,1,0.7032852573223901,123563.0
17086,66,2,453,100,D,1976,123563.0,175694.0,123563.0,52131.0,24350,3,0.7032852573223901,0.7032852573223901,1,0.37122002085505734,45924.0
17093,66,2,453,100,D,1986,45924.0,123711.0,77787.0,45924.0,24348,0,0.37122002085505734,0.6287799791449427,0,0.33497434987655417,45316.0
17099,66,2,453,100,D,1994,45316.0,142180.0,89966.0,45316.0,5867,0,0.33497434987655417,0.6650256501234458,0,0.44066091784995826,74915.0
17107,66,3,454,100,D,1984,100470.0,165209.0,100470.0,62351.0,23460,1,0.6170579962044208,0.6170579962044208,1,0.712966823515397,95760.0
17109,66,3,454,100,D,1986,95760.0,134312.0,95760.0,38552.0,23460,2,0.712966823515397,0.712966823515397,1,0.7310933220981672,124938.0
17111,66,3,454,100,D,1988,124938.0,170892.0,124938.0,45954.0,23460,3,0.7310933220981672,0.7310933220981672,1,0.6511749177068735,99900.0
17117,66,3,454,100,D,1994,99900.0,157112.0,99900.0,53515.0,23460,6,0.6511749177068735,0.6511749177068735,1,0.6877035336196143,124594.0
17145,67,1,457,100,D,1954,48535.0,104077.0,55542.0,48535.0,11545,3,0.466337423253937,0.533662576746063,0,0.39076783952647154,47533.0
17147,67,1,457,100,D,1956,47533.0,121640.0,74107.0,47533.0,11816,0,0.39076783952647154,0.6092321604735285,0,0.4610385998739293,49735.0
17149,67,1,457,100,D,1958,49735.0,107876.0,58141.0,49735.0,21977,0,0.4610385998739293,0.5389614001260706,0,0.4402669534599349,59768.0
17155,67,1,457,100,D,1964,59768.0,135754.0,75986.0,59768.0,4639,0,0.4402669534599349,0.5597330465400652,0,0.3350443303779748,50260.0
17157,67,1,457,100,D,1966,50260.0,150010.0,99750.0,50260.0,19057,0,0.3350443303779748,0.6649556696220252,0,0.318799732318619,65265.0
17159,67,1,457,100,D,1968,65265.0,204721.0,139456.0,65265.0,18094,0,0.318799732318619,0.681200267681381,0,0.6652078891257995,124793.0
17164,67,1,457,100,D,1974,124793.0,199264.0,124793.0,62807.0,18764,1,0.6652078891257995,0.6652078891257995,1,0.5936194802668467,155631.0
17166,67,1,457,100,D,1976,155631.0,267531.0,155631.0,106542.0,18764,2,0.5936194802668467,0.5936194802668467,1,0.5249175378766702,93892.0
17168,67,1,457,100,D,1978,93892.0,183944.0,93892.0,84978.0,18764,3,0.5249175378766702,0.5249175378766702,1,0.283703544102099,56619.0
17174,67,1,457,100,D,1984,56619.0,200717.0,142952.0,56619.0,1396,0,0.283703544102099,0.716296455897901,0,0.4844003991690255,77180.0
17176,67,1,457,100,D,1986,77180.0,159331.0,82151.0,77180.0,18764,4,0.4844003991690255,0.5155996008309746,0,0.40195733520964594,87976.0
17178,67,1,457,100,D,1988,87976.0,218869.0,130893.0,87976.0,18764,4,0.40195733520964594,0.5980426647903541,0,0.35459789199227637,57664.0
17184,67,1,457,100,D,1994,57664.0,162618.0,104954.0,57664.0,6753,0,0.35459789199227637,0.6454021080077236,0,0.3049464794992407,65866.0
17190,67,2,458,100,D,1946,50598.0,107000.0,56402.0,50598.0,23740,0,0.4728785046728972,0.5271214953271028,0,0.574558877265999,92770.0
17192,67,2,458,100,D,1948,92770.0,161463.0,92770.0,68693.0,3971,0,0.574558877265999,0.574558877265999,1,0.42836292260654024,68090.0
17198,67,2,458,100,D,1954,68090.0,158954.0,90864.0,68090.0,3971,2,0.42836292260654024,0.5716370773934597,0,0.42363943694528855,87970.0
17200,67,2,458,100,D,1956,87970.0,207653.0,119683.0,87970.0,18349,0,0.42363943694528855,0.5763605630547115,0,0.5111489686013214,91213.0
17202,67,2,458,100,D,1958,91213.0,178447.0,91213.0,87234.0,15646,0,0.5111489686013214,0.5111489686013214,1,0.5753882566297557,149754.0
17208,67,2,458,100,D,1964,149754.0,260266.0,149754.0,110512.0,15646,2,0.5753882566297557,0.5753882566297557,1,0.3874875339046034,61001.0
17210,67,2,458,100,D,1966,61001.0,157427.0,96426.0,61001.0,15646,3,0.3874875339046034,0.6125124660953966,0,0.6164965059812862,130127.0
17212,67,2,458,100,D,1968,130127.0,211075.0,130127.0,80948.0,17042,2,0.6164965059812862,0.6164965059812862,1,0.5133011000106797,105739.0
17218,67,2,458,100,D,1974,105739.0,213698.0,105739.0,100259.0,13859,0,0.5133011000106797,0.5133011000106797,1,0.43367658097203976,110931.0
17220,67,2,458,100,D,1976,110931.0,255792.0,144861.0,110931.0,13859,1,0.43367658097203976,0.5663234190279602,0,0.36188160154629156,68899.0
17222,67,2,458,100,D,1978,68899.0,195166.0,121492.0,68899.0,9815,0,0.36188160154629156,0.6381183984537084,0,0.4988223226835847,105044.0
17228,67,2,458,100,D,1984,105044.0,213793.0,105540.0,105044.0,9501,0,0.4988223226835847,0.5011776773164153,0,0.5578512996054769,76921.0
17230,67,2,458,100,D,1986,76921.0,139390.0,76921.0,60967.0,21416,1,0.5578512996054769,0.5578512996054769,1,0.5829698296255088,112129.0
17232,67,2,458,100,D,1988,112129.0,195338.0,112129.0,80212.0,21416,2,0.5829698296255088,0.5829698296255088,1,0.4389967064257502,66911.0
17238,67,2,458,100,D,1994,66911.0,186585.0,85507.0,66911.0,26154,1,0.4389967064257502,0.5610032935742497,0,0.4355471973454479,100283.0
17245,67,3,459,100,D,1984,46560.0,186572.0,138918.0,46560.0,2378,0,0.25102707598744867,0.7489729240125513,0,0.3296305184198915,42582.0
17247,67,3,459,100,D,1986,42582.0,130074.0,86599.0,42582.0,10735,0,0.3296305184198915,0.6703694815801086,0,0.3159357579394533,60018.0
17249,67,3,459,100,D,1988,60018.0,194461.0,129951.0,60018.0,27726,0,0.3159357579394533,0.6840642420605467,0,0.5967302274624374,91505.0
17266,68,98,461,100,D,1946,34946.0,79458.0,44512.0,34946.0,18753,0,0.43980467668453777,0.5601953233154623,0,0.4847533448247558,47246.0
17268,68,98,461,100,D,1948,47246.0,97464.0,50218.0,47246.0,9938,0,0.4847533448247558,0.5152466551752442,0,0.4381682617609473,47660.0
17274,68,98,461,100,D,1954,47660.0,108771.0,61111.0,47660.0,28813,0,0.4381682617609473,0.5618317382390526,0,0.4180956979222163,50225.0
17276,68,98,461,100,D,1956,50225.0,120128.0,69903.0,50225.0,21024,0,0.4180956979222163,0.5819043020777837,0,0.5079432369319202,70693.0
17283,68,98,461,100,D,1964,70693.0,139175.0,70693.0,68482.0,23976,0,0.5079432369319202,0.5079432369319202,1,0.4769900187667115,57442.0
17285,68,98,461,100,D,1966,57442.0,120426.0,62984.0,57442.0,5977,0,0.4769900187667115,0.5230099812332885,0,0.5470129911055439,69434.0
17292,68,98,461,100,D,1974,69434.0,126933.0,69434.0,57499.0,23976,3,0.5470129911055439,0.5470129911055439,1,0.564444122527458,85721.0
17294,68,98,461,100,D,1976,85721.0,151868.0,85721.0,66147.0,23976,4,0.564444122527458,0.564444122527458,1,0.4136902231463088,53522.0
17296,68,98,461,100,D,1978,53522.0,129377.0,75855.0,53522.0,2342,0,0.4136902231463088,0.5863097768536911,0,0.24909963007425676,45857.0
17302,68,98,461,100,D,1984,45857.0,187904.0,138234.0,45857.0,18580,0,0.24909963007425676,0.7509003699257433,0,0.43689875328933175,81022.0
17306,68,98,461,100,D,1994,81022.0,196197.0,104426.0,81022.0,25730,0,0.43689875328933175,0.5631012467106682,0,0.4249484454314721,85724.0
17315,71,1,462,100,D,1954,58004.0,141766.0,83762.0,58004.0,15946,0,0.40915311146537253,0.5908468885346275,0,0.46439347274568554,88962.0
17317,71,1,462,100,D,1956,88962.0,191566.0,102604.0,88962.0,19396,0,0.46439347274568554,0.5356065272543145,0,0.5491896311517297,102096.0
17319,71,1,462,100,D,1958,102096.0,185903.0,102096.0,83807.0,19396,0,0.5491896311517297,0.5491896311517297,1,0.4091482345842988,97651.0
17325,71,1,462,100,D,1964,97651.0,238669.0,141018.0,97651.0,18215,0,0.4091482345842988,0.5908517654157013,0,0.34880297162012186,77000.0
17327,71,1,462,100,D,1966,77000.0,220755.0,143755.0,77000.0,27654,0,0.34880297162012186,0.6511970283798781,0,0.2203404667557615,37756.0
17329,71,1,462,100,D,1968,37756.0,177615.0,133597.0,37756.0,11515,0,0.2203404667557615,0.7796595332442385,0,0.8578493194088083,138082.0
17335,71,1,462,100,D,1974,138082.0,160963.0,138082.0,22881.0,14655,8,0.8578493194088083,0.8578493194088083,1,0.7394708224278395,160477.0
